Customer(id=1, name=Fahd, age=25, gender=Pria)
Customer(id=581, name=Ellie8, age=25, gender=Wanita)
Customer(id=582, name=Fahd2, age=25, gender=Pria)
Customer(id=583, name=Fahd5, age=25, gender=Pria)
Customer(id=584, name=Ellie9, age=25, gender=Wanita)
Customer(id=585, name=Fahd8, age=25, gender=Pria)
Customer(id=586, name=Budi, age=11, gender=Pria)
Customer(id=587, name=Ellie9, age=25, gender=Wanita)
Customer(id=588, name=Dwayne, age=40, gender=Pria)
Customer(id=589, name=Jhonson, age=40, gender=Pria)
Customer(id=590, name=Ellie4, age=25, gender=Wanita)
Customer(id=591, name=Ellie7, age=25, gender=Wanita)
Customer(id=592, name=Ellie8, age=25, gender=Wanita)
Customer(id=593, name=Ellie, age=25, gender=Wanita)
Customer(id=594, name=Hilman, age=55, gender=Wanita)
Customer(id=595, name=The Rock, age=41, gender=Pria)
Customer(id=596, name=Ellie9, age=25, gender=Wanita)
Customer(id=448, name=Fahd, age=25, gender=Pria)
Customer(id=450, name=Ani, age=33, gender=Wanita)
Customer(id=453, name=The Rock, age=41, gender=Pria)
Customer(id=455, name=Budi, age=11, gender=Pria)
Customer(id=458, name=Fahd1, age=25, gender=Pria)
Customer(id=459, name=Ellie1, age=25, gender=Wanita)
Customer(id=460, name=Ellie3, age=25, gender=Wanita)
Customer(id=462, name=Fahd2, age=25, gender=Pria)
Customer(id=464, name=Ellie5, age=25, gender=Wanita)
Customer(id=466, name=Fahd6, age=25, gender=Pria)
Customer(id=467, name=Ellie4, age=25, gender=Wanita)
Customer(id=469, name=Fahd8, age=25, gender=Pria)
Customer(id=471, name=Fahd5, age=25, gender=Pria)
Customer(id=472, name=Ellie1, age=25, gender=Wanita)
Customer(id=475, name=Ellie2, age=25, gender=Wanita)
Customer(id=477, name=Ellie7, age=25, gender=Wanita)
Customer(id=480, name=Fahd, age=25, gender=Pria)
Customer(id=481, name=Ellie9, age=25, gender=Wanita)
Customer(id=483, name=Fahd2, age=25, gender=Pria)
Customer(id=487, name=Ellie4, age=25, gender=Wanita)
Customer(id=488, name=The Rock, age=41, gender=Pria)
Customer(id=489, name=Jhonson, age=40, gender=Pria)
Customer(id=490, name=Ellie3, age=25, gender=Wanita)
Customer(id=491, name=Ellie4, age=25, gender=Wanita)
Customer(id=492, name=Fahd4, age=25, gender=Pria)
Customer(id=493, name=Ellie5, age=25, gender=Wanita)
Customer(id=494, name=Fahd6, age=25, gender=Pria)
Customer(id=495, name=Ellie8, age=25, gender=Wanita)
Customer(id=498, name=Ellie1, age=25, gender=Wanita)
Customer(id=500, name=Fahd2, age=25, gender=Pria)
Customer(id=508, name=Fahd7, age=25, gender=Pria)
Customer(id=509, name=Ellie9, age=25, gender=Wanita)
Customer(id=510, name=Ellie2, age=25, gender=Wanita)
Customer(id=511, name=Fahd3, age=25, gender=Pria)
Customer(id=512, name=Fahd4, age=25, gender=Pria)
Customer(id=513, name=Fahd5, age=25, gender=Pria)
Customer(id=514, name=Ellie6, age=25, gender=Wanita)
Customer(id=515, name=Fahd7, age=25, gender=Pria)
Customer(id=516, name=Fahd8, age=25, gender=Pria)
Customer(id=517, name=Fahd1, age=25, gender=Pria)
Customer(id=528, name=Ellie2, age=25, gender=Wanita)
Customer(id=530, name=Fahd4, age=25, gender=Pria)
Customer(id=534, name=Ellie6, age=25, gender=Wanita)
Customer(id=537, name=Ellie7, age=25, gender=Wanita)
Customer(id=540, name=Fahd8, age=25, gender=Pria)
Customer(id=542, name=Ellie, age=25, gender=Wanita)
Customer(id=544, name=Ani, age=33, gender=Wanita)
Customer(id=545, name=Hilman, age=55, gender=Wanita)
Customer(id=546, name=Jhonson, age=40, gender=Pria)
Customer(id=547, name=Ellie2, age=25, gender=Wanita)
Customer(id=548, name=The Rock, age=41, gender=Pria)
Customer(id=549, name=Ellie1, age=25, gender=Wanita)
Customer(id=550, name=Fahd2, age=25, gender=Pria)
Customer(id=551, name=Ellie3, age=25, gender=Wanita)
Customer(id=552, name=Fahd3, age=25, gender=Pria)
Customer(id=553, name=Ellie4, age=25, gender=Wanita)
Customer(id=554, name=Fahd4, age=25, gender=Pria)
Customer(id=555, name=Ellie5, age=25, gender=Wanita)
Customer(id=556, name=Fahd5, age=25, gender=Pria)
Customer(id=557, name=Ellie6, age=25, gender=Wanita)
Customer(id=558, name=Fahd7, age=25, gender=Pria)
Customer(id=560, name=Fahd8, age=25, gender=Pria)
Customer(id=559, name=Fahd1, age=25, gender=Pria)
Customer(id=561, name=Ellie2, age=25, gender=Wanita)
Customer(id=562, name=Ellie3, age=25, gender=Wanita)
Customer(id=563, name=Fahd3, age=25, gender=Pria)
Customer(id=564, name=Fahd4, age=25, gender=Pria)
Customer(id=565, name=Ellie5, age=25, gender=Wanita)
Customer(id=566, name=Ellie6, age=25, gender=Wanita)
Customer(id=567, name=Fahd7, age=25, gender=Pria)
Customer(id=568, name=Fahd6, age=25, gender=Pria)
Customer(id=569, name=Fahd8, age=25, gender=Pria)
Customer(id=570, name=Ellie8, age=25, gender=Wanita)
Customer(id=571, name=Ellie9, age=25, gender=Wanita)
Customer(id=572, name=Ellie8, age=25, gender=Wanita)
Customer(id=573, name=Fahd8, age=25, gender=Pria)
Customer(id=574, name=Ellie8, age=25, gender=Wanita)
Customer(id=575, name=Jamal, age=44, gender=Pria)
Customer(id=576, name=Fahd, age=25, gender=Pria)
Customer(id=577, name=Ani, age=33, gender=Wanita)
Customer(id=293, name=Ellie7, age=25, gender=Wanita)
Customer(id=294, name=Fahd8, age=25, gender=Pria)
Customer(id=295, name=Ellie8, age=25, gender=Wanita)
Customer(id=296, name=Jamal, age=44, gender=Pria)
Customer(id=297, name=Jhonson, age=40, gender=Pria)
Customer(id=298, name=Ellie8, age=25, gender=Wanita)
